NOC ,NVDA,LMT ,DXC ,RTN ,STZ ,CTAS ,MSCI ,HRS ,HII,UNH,GD,AVGO,FISV,BA,ADBE,SPGI,GPN,ALGN,EA,CME ,ETFC,PGR ,NFLX ,NDAQ ,AMZN,TTWO ,FB ,IDXX ,TSS UN,WM UN,MA UN,AOS,ITW,MAR,MMC,CBOE,HUM,SYK,ANTM ,TDG,LRCX ,RSG ,MSFT ,V ,BSX ,BDX ,DPS ,LUV,ATVI
153.342,19.955,174.788,17.072,91.071,112.849,82.384,60.098,73.007,109.825,118.048,135.919,129.139,42.055,130.146,80.94,98.046,52.458,63.22,68,81.417,30.15,26.565,93.636,46.258,437.39,27.45,86.91,63.13,41.154,43.412,92.457,35.09,88.098,72.185,53.848,56.473,189.638,92.619,157.807,191.565,79.208,36.99,41.564,66.383,17.8,137.12,69.888,31.9,24.256
152.767,19.975,173.98,17.118,90.344,113.91,82.268,59.914,73.346,109.13,116.546,135.9,131.179,41.925,129.665,80.75,98.655,52.199,63.29,67.8,81.903,29.92,26.378,94.044,46.656,437.71,27.4,87.29,62.4,41.085,43.281,92.203,34.793,88.069,72.002,53.819,57.391,184.1,92.32,155.821,191.792,80.132,37,41.517,66.765,17.57,137.082,69.523,31.793,24.158
152.527,19.73,174.621,17.118,91.459,113.063,82.162,60.001,72.337,109.314,116.881,136.08,127.9,42.155,129.952,80.5,98.2,52.194,62.5,68.01,82.173,29.33,26.509,94.571,46.305,436.04,27.46,87.55,62.59,41.183,43.431,92.477,34.669,87.805,71.53,53.716,58.318,185.534,92.542,154.35,191.414,78.12,37.206,41.508,66.648,17.55,136.574,70.432,32.301,24.344
154.577,19.359,176.637,17.17,92.593,114.309,81.814,60.774,73.035,110.337,115.484,136.375,126.604,42.48,132.384,80.59,97.843,52.533,63.5,69.89,82.746,29.04,27.041,94.091,46.381,436.72,27.61,87.22,62.64,41.291,43.888,92.016,33.631,88.475,72.618,54.102,58.163,183.708,93.419,153.137,191.658,77.177,37.337,41.424,66.305,17.79,137.139,72.484,32.673,24.57
153.878,19.222,176.535,16.89,92.65,112.733,80.849,59.596,72.497,108.03,113.647,135.055,122.039,41.705,131.247,79.99,96.905,51.814,62.74,69,82.546,27.95,26.826,93.507,45.45,429.7,27.25,85.65,61.96,40.664,43.692,90.644,30.987,86.683,71.193,53.25,58.26,182.49,91.992,152.239,187.203,75.049,37.131,41.368,65.288,17.45,135.128,71.35,31.646,24.325
155.822,18.987,178.467,16.96,93.236,112.402,81.255,60.117,74.054,108.667,114.183,136.593,118.827,42.225,132.06,80.47,97.504,52.169,62.2,70.5,84.249,28.48,27.116,95.727,46.742,434.39,27.74,85.88,62.87,40.879,44.009,91.183,31.25,86.617,71.405,53.553,58.8,182.785,92.224,151.465,188.307,74.741,37.037,41.629,65.601,17.45,135.789,71.547,31.803,24.648
158.389,19.319,180.38,17.284,93.312,112.888,82.114,61.624,74.865,110.192,116.871,138.701,123.745,43.175,133.614,80.59,99.698,52.888,62.94,72.07,85.587,29.04,27.452,97.229,47.938,443.51,28.26,87.95,64.09,41.467,44.57,92.731,31.733,87.296,73.128,54.092,59.728,183.855,92.908,152.564,188.205,75.607,37.281,41.714,66.941,17.6,138.125,72.334,33.084,24.874
160.238,19.447,183.808,17.447,95.013,113.861,83.05,61.962,75.724,112.161,117.159,138.824,123.116,43.545,135.593,81.44,100.268,53.137,63.61,73.54,85.222,29.49,27.77,101.087,48.128,455.57,28.85,90.1,64.9,41.82,44.738,93.594,32.287,88.39,74.1,54.556,58.318,181.744,94.123,149.431,189.671,76.32,37.506,42.583,68.017,17.67,139.734,73.393,33.181,25.394
161.377,19.456,184.895,17.437,95.051,114.455,83.301,62.32,76.224,113.03,119.598,139.526,126.089,43.7,136.638,81.89,100.877,53.157,64.31,72.25,84.466,29.61,27.817,100.371,48.584,465.57,29.33,89.68,64.72,42.231,45.363,93.368,32.507,88.673,74.37,54.679,58.675,182.765,94.73,152.793,195.093,76.878,37.853,42.658,68.585,17.89,140.959,73.637,33.113,25.561
161.473,19.319,185.229,17.584,94.002,113.277,83.108,62.61,77.46,111.707,120.421,139.792,125.537,43.595,135.843,82.12,101.129,53.112,64.63,72.5,84.979,29.51,28.031,98.13,48.651,461.19,29.36,89.76,64.12,42.299,45.176,93.349,32.498,88.041,74.466,54.584,59.312,184.081,94.007,152.44,192.474,76.531,37.91,42.789,68.506,17.73,140.499,73.403,33.172,25.276
162.69,19.75,187.282,17.559,95.013,114.348,83.784,63.991,77.667,113.493,119.531,140.932,128.377,44.115,137.323,82.52,101.747,53.681,65.37,72.97,86.16,30.36,28.19,115.81,49.258,475.48,29.95,90.85,63.83,42.946,45.68,93.908,32.565,88.268,75.323,55.398,59.457,183.04,94.643,150.529,194.571,74.471,38.219,43.631,69.045,17.95,141.696,73.815,33.807,25.355
161.856,19.632,186.873,17.481,94.427,114.581,82.597,63.779,77.526,112.557,118.498,141.121,127.385,44.02,135.797,82.1,101.264,53.202,64.93,73.47,86.647,30.18,29.218,114.77,49.23,483.01,31.14,94.97,63.25,43.063,45.438,94.162,32.574,87.711,74.793,55.228,59.795,184.041,94.682,151.475,196.693,74.384,38.238,43.593,69.348,17.94,141.744,73.731,33.993,25.315
162.661,19.27,190.542,17.463,94.304,114.717,83.128,64.107,76.941,112.122,117.35,141.463,128.319,44.07,135.686,82.09,102.308,53.911,66.04,74.79,86.742,30.21,28.732,110.55,49.145,488.1,31.35,97.91,63.4,43.798,45.298,95.319,33.172,88.126,74.918,55.303,59.476,182.785,94.846,149.565,197.265,74.211,38.275,43.874,71.128,17.88,141.849,74.181,33.553,25.747
159.73,19.359,188.703,17.224,92.499,113.813,82.249,64.049,76.696,111.437,115.637,138.881,128.196,43.675,134.095,81.19,102.385,53.332,65.16,73.68,85.752,30.12,28.508,112.51,48.632,488,31.26,98.39,63.99,44.346,45.018,94.78,32.694,86.9,73.734,55.294,59.052,182.48,95.502,148.791,193.005,74.49,37.891,44.21,70.463,17.76,141.227,73.834,33.944,25.59
159.261,18.987,188.369,17.256,91.686,116.128,83.939,64.233,76.998,110.704,115.398,137.865,123.506,43.985,135.454,80.73,102.82,53.122,65.23,72.92,85.961,30.19,28.601,111.5,49.126,488.27,31.49,97.04,70.36,44.033,44.616,94.946,32.761,84.467,74.052,55.436,59.921,182.726,95,148.141,190.588,73.634,37.741,42.583,70.414,18.02,141.706,73.778,34.345,25.453
158.514,19.222,188.406,17.235,97.566,114.367,82.78,64.291,77.451,110.839,114.173,137.466,125.775,43.335,135.122,80.64,102.926,52.603,65.59,71.81,83.945,29.42,28.545,110.1,48.936,482.18,31.16,95.44,67.05,43.592,45.811,93.261,34.592,84.298,71.828,55.294,59.312,181.381,94.721,148.247,190.108,74.153,38.088,43.116,70.199,17.61,141.859,72.409,35.675,25.443
157.843,18.997,186.743,16.953,98.218,113.268,81.341,64.619,76.46,108.136,112.843,135.397,122.449,42.995,133.226,80.98,102.037,52.144,60.4,72.29,83.98,28.52,28.498,109.34,49.277,529.42,31.41,96.95,66.27,43.798,45.578,93.917,34.578,83.232,71.251,55.114,59.805,178.464,97.343,144.092,189.123,72.642,38.613,42.957,73.183,17.36,141.026,73.028,34.228,25.678
155.698,18.889,186.864,16.727,98.634,114.153,80.878,63.498,75.394,108.339,112.786,135.197,118.798,42.53,130.424,79.93,96.248,51.001,60.98,71.22,83.015,27.36,28.461,106.43,48.594,531.41,30.73,94.17,66.3,43.034,45.792,92.506,33.459,82.28,71.135,54.944,58.704,180.575,96.427,144.703,182.657,72.642,38.96,42.406,72.263,17.11,140.097,72.765,34.316,25.119
156.445,19.3,189.149,16.789,99.154,114.542,81.892,63.759,75.95,110.858,116.269,136.982,122.391,42.82,131.145,80.59,95.098,54.864,61.2,71.8,83.545,27.97,28.424,106.9,48.09,526.03,31.52,95.29,65.84,43.857,46.819,93.261,33.698,83.675,71.8,54.281,58.279,181.174,97.96,147.282,182.766,74.856,39.401,42.396,73.124,17.51,143.496,74.021,35.265,25.217
166.118,19.535,193.348,16.844,103.228,115.408,82.326,64.638,77.158,113.387,116.269,142.365,122.544,43.905,133.3,80.25,98.075,55.763,62.6,72.18,84.284,28.47,28.386,107.08,48.423,529,31.43,96.99,66.46,45.864,47.323,94.799,34.112,84.241,74.119,54.83,58.791,181.066,98.317,148.304,186.1,74.779,40.124,43.285,74.367,17.32,145.516,74.509,34.736,25.482
168.005,19.584,191.787,16.831,103.833,115.768,82.317,65.662,77.686,112.547,115.35,142.669,121.658,43.79,132.255,81.29,99.389,55.828,62.36,72.3,84.284,28.64,28.48,111.56,48.423,536.76,31.81,95.21,71.34,45.287,47.79,96.446,34.453,84.185,69.923,55.01,59.554,180.369,98.182,147.941,185.04,75.646,40.105,43.836,74.729,17.25,145.526,74.809,35.509,25.561
165.706,19.515,192.372,16.945,103.124,116.76,82.548,65.846,78.252,113.319,116.154,141.558,119.265,43.43,133.327,81.99,98.336,55.952,62.7,71.55,83.441,28.42,28.489,114.31,48.461,536.15,31.58,94.01,72.73,45.267,47.724,95.456,34.53,84.364,69.894,54.821,59.853,178.788,98.596,147.349,190.546,74.009,39.898,43.668,73.711,17.34,145.669,75.183,35.401,25.296
164.892,19.848,193.013,16.898,102.945,117.743,83.156,65.247,77.639,111.698,115.666,141.311,119.894,43.66,132.884,81.4,97.823,56.042,62.61,70.97,84.249,28.36,28.601,112.56,48.423,535.03,31.39,94.14,74.17,45.58,47.416,95.495,34.439,83.6,69.855,54.764,60.21,179.093,97.864,145.926,193.098,72.921,39.917,43.771,74.132,17.11,145.938,75.549,36.702,25.031
164.854,19.926,194.629,16.87,102.888,117.947,83.948,64.687,77.63,111.91,115.618,141.264,117.674,43.875,132.745,82.06,97.698,56.157,61.44,71.8,84.006,29.27,28.526,121.15,48.793,531.9,31.43,94.06,73.45,46.1,47.575,95.358,34.477,83.298,69.518,54.783,60.394,179.024,97.835,145.658,192.272,70.37,40.067,44.453,73.643,17.09,145.861,76.411,37.093,25.178
166.348,20.131,194.536,16.94,104.003,120,84.585,65.305,78.366,113.039,118.565,142.232,118.894,44.27,134.904,83.38,98.191,56.561,62.07,75.16,85.048,29.28,28.713,123.71,49.828,537.01,31.85,96.44,75.12,46.56,48.163,96.309,34.664,84.477,68.055,55.152,60.857,182.176,99.416,147.998,200.937,71.294,40.536,44.491,73.359,17.67,147.307,78.014,37.054,28.16
165.572,20.004,194.379,16.455,103.417,120.807,84.209,64.252,78.252,118,116.766,141.89,117.483,43.525,133.852,82.19,97.224,56.167,60.94,74.01,84.353,29.67,28.48,126.45,50.123,529.46,31.54,95.12,75.21,45.757,47.584,95.221,34.16,84.128,68.277,54.717,60.742,181.174,97.68,145.601,200.549,69.821,40.152,43.593,71.989,17.42,143.793,77.123,36.976,28.16
165.362,22.479,194.221,16.823,102.869,120.476,84.412,63.972,76.96,111.775,116.556,142.137,116.797,43.755,132.549,82.69,97.34,56.277,60.73,73.36,84.484,29.11,28.554,123.52,50.265,522.62,31.46,94.3,76.55,45.982,47.379,95.819,34.126,84.203,68.7,54.698,61.215,180.723,97.314,145.782,197.796,69.725,39.955,43.705,72.606,17.29,142.577,76.73,36.751,28.228
167.852,23.262,195.79,16.927,103.446,120.924,85.29,64.523,79.809,116.35,117.187,144.264,121.305,44.42,135.751,83.62,99.882,57.25,61.7,73.97,85.144,29.7,28.863,123.03,50.854,524,30.94,94.15,77.47,46.384,47.967,96.122,34.698,86.165,69.836,55.426,61.707,182.883,98.519,145.496,199.556,72.083,40.227,44.257,72.772,17.33,143.898,76.636,36.956,28.258
165.956,23.144,194.007,16.626,102.547,121.978,84.885,63.325,78.243,114.834,116.977,142.973,118.379,44.025,134.066,83.9,98.79,56.946,61.15,73.82,84.492,28.76,28.891,122.74,50.626,527.46,30.59,93.62,77.23,46.1,48.088,95.26,33.655,84.128,69.441,55.01,61.176,182.451,98.162,145.582,200.061,70.283,40.274,43.397,71.774,17.14,142.271,76.533,37.514,27.915
164.318,23.203,193.933,17.292,102.727,122.153,84.817,61.779,78.696,113.589,115.963,142.773,119.828,44.265,132.559,83.82,98.026,57.215,60.83,73.72,84.292,28.27,28.816,120.51,50.37,525.91,30.26,94.19,77.13,46.286,48.396,95.103,33.121,84.241,69.566,54.65,61.128,182.716,99.425,142.764,197.324,69.908,40.217,43.705,72.068,17.31,141.629,76.486,37.827,28.111
165.563,23.007,194.871,17.178,103.181,124.377,85.049,61.459,77.913,113.097,115.312,142.916,118.36,44.58,134.774,84.31,97.794,57.925,60.2,73.38,84.901,28.31,28.956,123.73,50.93,529.66,30.14,93.43,77.16,46.491,48.443,95.289,33.453,84.326,69.595,54.622,61.273,182.686,99.271,142.974,201.257,69.33,40.142,43.696,72.45,17.25,141.313,76.964,38.11,28.297
166.827,23.027,196.887,17.473,103.814,124.845,85.435,62.118,78.186,115.047,115.79,143.931,116.235,44.79,135.034,86.12,98.287,58.399,60.57,72.82,85.283,28.53,28.984,123.39,51.528,531.52,30.72,94.42,77.61,47.147,48.77,95.936,33.794,84.637,69.162,55.029,62.2,183.128,99.917,142.602,204.675,70.004,40.443,43.948,72.735,17.43,141.955,77.086,38.492,28.13
167.335,22.88,197.871,17.533,103.805,125.333,86.063,62.477,78.328,115.944,118.469,145.109,119.628,45.055,134.429,86.77,99.312,58.534,60.88,73.7,85.361,28.63,29.18,125.36,51.443,535.22,31.59,93.93,78.66,47.236,49.134,95.907,34.16,84.901,70.211,55.161,62.161,186.31,100.399,145.085,205.744,71.621,40.668,44.248,72.921,17.57,142.271,77.789,39.558,28.738
168.091,22.671,197.546,17.548,104.296,126.493,85.792,62.448,77.96,116.33,120.077,145.517,116.502,45.14,134.578,86.45,99.109,58.733,60.52,73.85,85.396,28.18,29.134,124.05,51.576,535.02,31.11,95.17,78.4,47.637,49.19,95.652,34.179,84.798,69.912,55.152,61.997,187.075,100.563,146.422,204.237,69.58,40.818,44.492,72.98,17.56,140.815,77.583,39.376,28.66
168.206,22.583,196.255,17.227,103.606,126.522,84.614,62.312,77.356,114.188,117.895,145.014,115.749,44.9,132.829,85.48,99.128,58.878,59.73,71.61,84.475,27.49,29.376,122.06,51.31,532.92,30.35,95.31,78.21,47.324,49.096,94.672,33.573,83.779,69.458,54.565,61.572,185.966,100.775,145.133,203.227,69.715,40.292,43.871,72.911,17.36,140.27,77.405,39.631,28.425
165.304,21.768,194.258,16.898,101.753,125.489,83.61,60.819,75.677,108.85,114.613,141.387,109.63,44.21,127.524,82.69,96.934,58.049,58.02,67.71,83.458,26.46,28.844,112.49,50.389,515.78,29.38,90.56,75.83,46.491,49.068,92.673,32.559,82.421,67.613,53.638,60.867,182.716,98.837,141.226,196.011,68.377,40.311,42.977,72.47,16.87,137.464,76.308,38.269,27.444
158.37,21.09,190.124,16.359,99.248,120.066,81.94,59.472,73.988,106.235,111.255,137.818,106.218,42.435,122.582,78.87,93.242,55.892,56.45,65.53,79.618,25.54,27.985,103.96,48.955,494.47,28.88,86.06,74.2,44.728,48.2,88.87,31.414,80.356,66.966,52.342,59.312,178.435,95.8,140.042,191.767,67.154,39.401,40.539,69.765,16.35,135.875,74.04,37.143,26.698
153.265,20.343,183.418,15.668,96.422,116.331,78.715,56.399,70.931,103.619,105.658,133.678,104.779,40.705,118.375,74.27,89.81,52.881,54.55,63.7,77.099,24.12,26.845,96.88,47.141,463.37,27.83,82.09,70.86,42.486,46.175,86.077,29.289,77.499,64.416,49.834,58.298,172.004,92.175,134.368,186.555,64.814,37.647,39.231,66.992,15.85,132.314,71.931,36.457,25.659
152.949,19.921,184.83,15.515,95.146,117.043,78.426,56.011,69.591,101.216,105.227,131.808,103.416,40.035,116.793,74.57,90.372,52.951,54.23,63.54,77.411,24.14,26.668,101.52,46.381,466.37,27.63,83,69.94,41.751,45.876,85.087,29.078,75.519,64.29,49.078,58.443,172.279,92.06,131.942,186.075,64.891,37.206,38.092,65.63,15.78,131.758,70.31,35.781,25.678
157.537,21.424,187.746,16.046,97.953,121.792,81.11,58.299,71.554,105.983,108.557,136.754,110.745,42.315,120.376,77.33,93.359,54.489,55.95,66.34,79.705,25.26,27.564,110.13,47.188,500.77,28.3,87.19,71.93,43.788,46.203,89.88,30.4,78.508,67.536,50.487,60.558,177.453,95.261,135.782,191.54,68.117,38.388,40.2,69.275,16.37,133.98,71.81,36.633,26.767
160.809,22.229,190.821,16.222,99.362,123.899,82.548,59.763,72.705,109.606,112.681,137.818,120.333,43.28,122.731,78.91,96.094,55.922,56.82,67.16,81.469,26.59,28.256,117.66,48.717,518.37,28.92,89.73,73.42,45.071,46.698,92.173,30.722,79.979,68.685,51.698,61.205,181.459,97.449,135.782,198.47,70.389,38.735,41.32,70.951,16.94,136.861,72.222,36.555,27.395
159.327,22.327,190.793,16.308,98.549,124.777,82.423,60.257,73.158,110.033,112.212,137.21,121.629,43.39,124.006,79.4,96.443,56.162,57.27,67.91,82.207,26.53,28.069,117.63,48.898,518.01,29.78,91.01,73.21,45.404,46.866,92.202,31.078,80.205,69.139,51.216,61.63,180.674,96.109,134.254,199.556,70.206,38.557,41.349,71.01,17.07,136.746,72.269,36.349,28.66
157.594,22.082,188.248,16.054,96.951,124.835,82.056,58.667,72.478,109.073,110.7,134.837,120.056,42.635,121.623,78.57,94.057,55.623,56.6,66.15,82.051,26.29,27.985,115.03,48.613,512.89,29.13,89.43,71.47,44.885,46.726,90.526,31.015,79.706,68.251,50.837,61.089,179.476,95.106,134.722,193.519,70.062,38.444,40.963,69.873,16.74,135.014,71.913,35.957,28.081
153.388,21.178,184.917,15.57,94.569,124.562,80.192,56.767,70.422,104.2,107.763,131.856,113.766,41.435,118.608,75.99,89.965,54.11,53.94,63.43,79.166,25,27.312,105.79,47.502,496.54,28.35,87.23,70.54,43.426,46.026,87.273,30.212,77.169,66.734,49.295,60.433,176,92.031,131.866,187.363,66.971,37.544,39.363,67.58,16.09,129.145,70.675,35.624,27.326
158.432,21.817,190.924,15.979,97.726,125.81,81.699,58.056,71.082,110.701,109.294,135.235,118.217,42.59,121.576,77.25,90.828,55.168,55.1,64.67,80.418,25.39,27.714,105.44,48.223,510.55,28.71,89.89,72.91,44.297,46.464,88.625,30.785,77.971,68.502,49.92,61.809,178.406,93.419,134.168,193.342,68.454,37.957,40.812,68.227,16.51,130.897,71.8,36.956,27.826
158.47,21.876,192.009,16.102,98.813,125.81,82.152,57.843,71.469,110.439,109.064,136.147,117.96,42.865,121.939,78.32,90.905,55.428,55.13,65.79,81.504,25.61,27.863,101.06,48.575,504.72,28.7,88.15,72.97,44.679,46.931,89.821,31.65,78.499,68.647,50.166,61.799,178.857,93.207,136.537,193.224,69.08,38.229,40.944,68.991,16.53,130.715,72.119,36.672,28.052
156.208,21.365,189.595,15.835,97.244,124.367,80.859,56.864,69.78,109.102,107.505,134.03,115.463,42.055,120.767,76.89,90.362,55.073,54.28,66.37,80.305,25.37,27.527,98.79,47.768,499,28.45,88.26,72.56,43.955,46.604,88.723,31.289,77.094,67.632,49.191,61.557,178.229,91.915,135.677,190.622,67.436,37.628,40.106,67.776,16.24,129.167,71.013,36.476,27.561
161.704,22.278,193.703,16.238,100.714,125.966,83.388,59.055,72.629,112.387,111.073,137.077,123.097,43.285,124.545,79.78,93.252,56.641,55.4,68.5,82.829,27.27,28.087,94.95,49.344,517.54,29.58,89.53,74.76,45.326,47.323,91.046,32.289,79.357,69.951,51.339,62.468,181.626,95.029,140.479,195.287,70.22,38.426,41.311,69.118,16.95,132.725,72.794,37.339,28.317
160.02,21.836,191.504,16.015,100.279,122.797,82.104,58.25,71.727,111.215,110.583,135.254,121.2,42.555,123.456,78.52,90.294,55.997,54.97,67.78,80.366,26.97,27.723,99.18,48.619,516.89,29.12,90.44,74.35,44.856,46.791,88.174,32.429,78.782,68.762,50.809,62.381,181.793,93.795,139.682,192.07,68.248,37.778,40.539,68.207,16.63,130.686,71.247,37.525,28.14
159.481,22.18,192.898,16.196,100.269,124.26,82.268,58.997,71.29,111.641,112.207,133.584,122.677,42.96,124.294,78.7,90.711,56.392,55.19,68.74,81.65,27.21,28.003,99.48,48.981,522.24,29.15,91.98,75.33,45.296,46.843,87.89,32.852,78.65,69.806,50.714,63.389,181.852,94.769,138.09,191.136,69.515,37.816,40.746,68.824,16.78,130.013,71.634,37.583,28.503
162.195,22.249,193.516,16.253,100.714,124.26,82.799,59.152,70.36,111.941,114.062,134.694,124.927,43.035,125.336,79.19,91.71,56.966,55.55,68.91,82.532,27.11,28.237,97.51,49.382,529.44,29.18,92.05,76.35,45.698,47.031,89.527,33.126,78.81,70.52,51.178,63.961,183.924,96.07,141.112,192.693,69.447,37.957,40.925,69.344,16.89,130.763,72.105,37.76,28.591
161.531,22.288,192.758,16.07,99.693,124.738,82.374,58.018,70.179,111.457,113.197,133.527,125.031,42.605,125.113,78.46,89.984,56.227,55.61,68.35,82.497,26.72,28.19,95.69,49.02,521.38,29.04,92.31,75.7,45.737,46.927,89.125,33.063,77.914,70.501,51.055,63.902,183.609,95.212,139.941,192.424,70.095,37.881,40.511,68.609,16.73,131.032,71.87,38.083,28.65
163.937,22.534,194.48,16.316,100.222,125.362,83.543,58.871,70.208,112.678,115.34,134.609,128.072,43.35,126.854,79.53,92.03,57.136,56.52,69.38,83.196,27.67,28.564,99.16,49.363,522.37,29.49,92.9,76.94,46.611,47.172,90.272,33.53,79.64,69.777,51.67,63.912,184.287,96.263,142.215,193.182,71.564,38.2,41.396,69.099,17.08,131.917,72.436,38.113,29.229
164.543,22.691,194.218,16.4,100.26,127.917,83.35,58.793,70.787,112.774,116.416,134.656,125.71,43.65,127.691,80.53,91.798,57.181,56.6,70.28,83.31,27.75,28.937,104.08,49.468,527.39,29.48,93.45,76.96,46.728,47.181,90.879,33.703,80.866,70.308,51.698,64.3,184.218,96.986,145.007,193.805,72.28,38.426,41.697,69.569,17.11,133.542,72.869,38.348,29.935
164.312,22.897,194.255,16.253,100.666,127.186,83.649,58.851,70.891,111.689,118.444,134.39,124.869,43.8,127.924,80.31,91.216,57.24,58.45,71.06,80.645,26.98,29.274,104.21,48.619,538.87,29.54,94.34,77.92,46.601,47.097,91.35,33.679,80.677,69.699,51.32,63.127,185.171,96.948,144.163,195.758,70.23,38.238,41.65,69.54,17.2,134.436,73.388,38.691,30.376
162.638,22.878,190.241,15.913,98.832,124.201,83.436,58.279,69.486,108.124,117.685,132.188,121.982,43.265,126.658,81.25,89.431,56.796,57.42,70.07,78.968,26.06,28.601,102.62,48.161,540.26,29.53,94.4,76.64,45.453,46.927,90.311,33.097,79.941,67.304,50.232,62.652,184.483,95.656,140.891,194.403,68.857,38.172,40.925,68.393,16.75,133.023,72.841,38.671,30.504
163.822,23.113,191.214,16.049,99.154,125.05,84.305,59.927,69.79,107.378,119.097,132.644,121.666,43.905,126.593,83.32,89.897,58.044,57.01,70.58,80.322,26.62,28.881,100.3,48.829,548.39,29.93,95.55,76.45,46.277,47.134,91.193,33.179,79.461,67.826,50.771,63.379,185.416,96.032,143.491,194.243,65.812,38.51,41.518,69.363,16.72,133.773,73.624,38.583,30.916
161.338,22.485,190.568,15.916,97.982,124.094,83.041,59.103,68.641,105.615,118.127,130.963,119.219,43.14,124.704,84.66,88.481,57.955,56.87,68.69,79.239,26.11,28.639,98.47,48.705,538.4,29.68,92.96,76.16,45.786,46.909,90.232,32.477,78.782,65.73,50.052,63.137,185.23,95.019,142.618,191.868,63.462,38.154,41.32,68.844,16.55,132.955,72.869,37.466,30.808
161.136,22.593,189.736,15.913,99.04,124.884,83.591,59.53,68.802,103.9,118.463,129.653,120.022,43.69,122.544,85.5,88.374,58.564,57.21,69.46,79.702,26.23,28.657,98.07,49.602,536.07,29.86,93.97,76.65,45.884,46.984,90.301,32.77,78.461,65.411,50.014,63.999,185.259,95.048,143.213,190.546,61.577,38.36,41.292,69.53,16.75,133.936,73.218,37.799,31.014
160.52,23.025,191.598,15.809,100.553,123.977,83.176,58.619,67.948,103.745,116.358,131.495,118.645,43.82,120.757,83.91,86.503,57.68,56.96,68.81,78.758,25.78,28.592,103.76,49.563,533.75,29.81,94.41,76.08,45.884,46.843,89.301,32.352,78.15,65.874,49.38,64.125,182.598,94.692,141.083,189.207,61.287,38.557,41.33,68.834,16.79,133.513,73.398,37.397,30.887
159.356,23.192,190.784,16.023,100.231,126.61,85.348,59.443,68.584,102.427,111.823,131.03,121.169,43.89,121.93,83.13,86.444,57.795,56.65,69.49,80.698,26.47,28.648,102.24,51.033,524.25,30.06,92.77,74.54,45.659,47.379,89.478,32.655,77.726,66.164,49.816,64.358,177.865,93.419,136.142,188.534,60.987,39.017,41.358,69.275,16.31,130.926,73.765,37.319,31.446
156.545,22.887,187.349,15.647,99.91,122.816,82.79,57.136,66.741,100.741,108.296,128.267,115.538,42.265,119.25,80.52,82.944,55.927,55.33,66.46,79.073,25.27,28.284,99.47,49.64,504.06,28.47,89.21,72.45,43.941,46.824,86.587,31.996,76.454,63.914,48.765,63.631,171.276,89.399,130.77,184.265,59.721,38.613,40.746,65.855,15.88,125.397,72.803,36.692,30.71
157.412,23.29,189.455,15.631,100.846,120.446,81.872,56.457,67.492,102.069,109.757,128.723,114.41,42.38,119.827,79.83,82.818,56.901,55.91,66,78.959,25.54,28.433,98.35,49.439,496.07,27.97,86.67,72.03,44.069,46.297,86.988,30.717,77.213,63.209,49.002,63.757,172.85,90.202,132.123,178.691,60.775,38.103,40.887,67.158,16,125.868,73.794,36.917,30.072
159.721,24.213,193.984,16.042,103.285,122.114,82.79,57.64,69.467,103.813,111.477,130.963,119.515,43.305,121.874,82.22,83.884,57.29,56.76,67.75,81.012,26.33,28.62,103.26,50.89,511.89,28.73,89.9,74.25,44.589,46.852,88.321,31.342,78.134,65.874,49.409,65.017,176.036,91.044,134.31,178.851,63.163,38.935,41.659,68.266,16.41,127.57,74.558,37.27,30.298
159.5,23.742,191.588,16.049,102.765,124.543,82.539,56.176,69.552,102.456,112.054,131.182,116.771,43.755,121.558,83.75,85.717,58.194,55.44,67.2,81.921,26.21,28.648,105.98,50.212,520.72,28.54,90.95,73.68,44.972,47.125,88.919,31.458,77.412,67.719,49.276,65.182,177.089,91.828,133.293,181.554,62.302,38.944,41.989,68.589,16.69,127.118,74.718,37.632,30.308
161.242,24.361,193.329,16.306,101.876,125.927,83.33,56.777,70.236,103.609,114.187,132.084,117.909,44.11,123.373,83.99,86.619,59.148,56.91,66.49,79.117,25.75,29.012,106.11,50.222,532.54,29.39,92.07,75.56,45.354,47.529,90.232,31.626,78.58,69.023,49.749,65.25,180.472,93.327,136.085,183.238,63.501,39.227,42.892,69.256,16.92,130.176,75.048,37.603,30.857
163.985,24.97,198.12,16.533,104.435,128.97,84.576,57.417,70.977,104.927,114.975,136.821,115.892,44.68,124.732,85.84,87.657,58.374,58.47,67.59,79.693,26.59,29.32,111.25,51.195,543.68,30.5,94.01,75.01,45.727,48.404,92.447,32.713,81.285,70.279,50.875,64.232,180.324,93.743,137.044,184.24,63.25,39.776,43.89,70.784,17.07,131.734,77.878,38.504,31.357
162.089,25.294,196.875,16.502,104.102,128.073,82.78,56.816,70.692,104.927,111.515,133.536,111.962,44.205,125.299,85.15,86.464,57.61,55.75,66.55,78.488,25.75,29.264,108.33,50.938,537.48,29.66,92.8,71.7,45.502,48.376,92.045,32.313,81.276,69.458,50.147,63.592,175.938,91.837,133.792,179.558,63.085,39.416,44.003,70.637,16.57,129.426,77.302,37.231,31.298
